id	filename	md5	size	state	acl	project_id	category
01014992-f30d-47be-bb97-8e8196d53121	c4ac0fb7-c323-45d2-b6ca-8d22ff5ac87a_wxs_gdc_realn.bam	cfccc9d02dc48a0bb689034e75a71793	211496220601	released	[b'phs002790']	CCDI-MCI	data_file
e21558c9-31cf-4501-8f07-105b26d2ac0d	d67f1387-0cde-446e-be24-f9d2cfeda0c0_wxs_gdc_realn.bai	b0e0dbe6163acfcb14f5525ae7047dbc	8550368	released	[b'phs002790']	CCDI-MCI	index_file
0103fa3b-c315-471d-98eb-2b09154ffc44	d67f1387-0cde-446e-be24-f9d2cfeda0c0_wxs_gdc_realn.bam	d718509a2aafa3fa37030a579486f4a4	203533177916	released	[b'phs002790']	CCDI-MCI	data_file
010447ec-7d7d-4cc4-87b6-b190c2f41053	669a1e19-d741-4d21-a758-f6f4c8fc8eb3_noid_Grn.idat	28b2b770fb546bbec17036b6712369f0	13687064	released	[b'open']	CCDI-MCI	data_file
54983557-4475-4ce4-b731-5922b3ce3bf7	332f9277-cdb5-48d7-9068-57b8148db77a_wxs_gdc_realn.bai	5297b9bff44f9af3aeccf9b59ba0b901	6970152	released	[b'phs002790']	CCDI-MCI	index_file
0108f45d-847e-4a9f-9755-4d82a6c8122c	332f9277-cdb5-48d7-9068-57b8148db77a_wxs_gdc_realn.bam	5d339e00b26551d7c4731c53e632dc1c	73274391761	released	[b'phs002790']	CCDI-MCI	data_file
0109ad80-5d60-4f29-bd38-34b39a9d936c	eeeee46b-ffa2-49f0-b9a1-801556430a8b.methylation_array.sesame.level3betas.txt	505f5e0380a2698187b06b77abffb1a2	25521308	released	[b'open']	CCDI-MCI	data_file
0113318f-d7e7-494d-8ed7-87531eeb82b1	c4b598f3-e9aa-4213-b1a0-7ae92f2e3042_noid_Red.idat	fe9043c0fabfadfc57a61ef25c93c293	13687094	released	[b'open']	CCDI-MCI	data_file
01170d96-dbf3-434a-8ff2-560e98875ee1	0f109722-e57e-468a-95f8-75f1abaf8edd_noid_Red.idat	e21fe4e1c9c08cf9ea02f7d5ad1ad752	13687059	released	[b'open']	CCDI-MCI	data_file
01173eb6-73ed-4582-b0ff-85327ef403de	74c4653e-dfcd-4406-adc2-d31ea91a82da.methylation_array.sesame.level3betas.txt	d1b98a5cfab972d0b8f8d2e943147c11	23046983	released	[b'open']	CCDI-MCI	data_file
011798e5-e62e-4375-8568-570a28811951	74c2ad6d-f105-424b-b680-0fc6c469162f.methylation_array.sesame.level3betas.txt	266bffab99061877c0c10b954cf44ff7	22720948	released	[b'open']	CCDI-MCI	data_file
e6dee2eb-625d-4fef-85b5-0a4163521630	ebab4a1e-13f8-42f0-a8d3-09b6f59df077_wxs_gdc_realn.bai	84994dbcc0fcff2fd3006d4c41f0f5b8	7172376	released	[b'phs002790']	CCDI-MCI	index_file
